'hood.n.01	'hood
body_servant.n.01	body servant
body_substance.n.01	body substance
body_type.n.01	body type
body_waste.n.01	body waste
bodybuilder.n.01	bodybuilder
bodybuilding.n.01	bodybuilding
bodyguard.n.01	bodyguard
bodyguard.n.02	bodyguard
boehme.n.01	boehme
boehmeria.n.01	boehmeria
boeotia.n.01	boeotia
boffin.n.01	boffin
bofors_gun.n.01	bofors gun
bog.n.01	bog
bog_asphodel.n.01	bog asphodel
bogart.n.01	bogart
bohemia.n.02	bohemia
boidae.n.01	boidae
boil.v.01	boil
boil.v.02	boil
boil.v.03	boil
boil_down.v.02	boil down
boiler.n.01	boiler
boiling.n.01	boiling
boiling.n.02	boiling
boiling_point.n.01	boiling point
bok_choy.n.01	bok choy
bold.a.01	bold
boldface.n.01	boldface
boldness.n.01	boldness
boldness.n.02	boldness
boletaceae.n.01	boletaceae
bolete.n.01	bolete
boletus.n.01	boletus
bolivar.n.02	bolivar
bolivia.n.01	bolivia
bollard.n.01	bollard
bollworm.n.01	bollworm
bolshevik.a.01	bolshevik
bolshevik.n.01	bolshevik
bolshevik.n.02	bolshevik
bolshevism.n.01	bolshevism
bolster.v.02	bolster
bolt.n.03	bolt
bolt.n.06	bolt
bolt.n.07	bolt
boltonia.n.01	boltonia
bolzano.n.01	bolzano
bomarea.n.01	bomarea
bomb.n.01	bomb
bombacaceae.n.01	bombacaceae
bombard.v.02	bombard
bombard.v.03	bombard
bombast.n.01	bombast
bombax.n.01	bombax
bomber.n.01	bomber
bomber.n.02	bomber
bomber.n.03	bomber
bombina.n.01	bombina
bombing.n.01	bombing
bombus.n.01	bombus
bombycid.n.01	bombycid
bombycidae.n.01	bombycidae
bombycillidae.n.01	bombycillidae
bombyx.n.01	bombyx
bon_mot.n.01	bon mot
bon_voyage.n.01	bon voyage
bonasa.n.01	bonasa
bond.n.02	bond
bond.v.04	bond
bond_servant.n.01	bond servant
bondage.n.02	bondage
bonduc.n.02	bonduc
bonduc_nut.n.01	bonduc nut
bone.n.01	bone
bone.n.02	bone
bone.v.02	bone
bone_cell.n.01	bone cell
bones.n.01	bones
boneset.n.02	boneset
boneshaker.n.01	boneshaker
bongo.n.02	bongo
boniface.n.01	boniface
boniface_viii.n.01	boniface viii
bonito.n.02	bonito
bonito.n.03	bonito
bonn.n.01	bonn
bonnet.n.01	bonnet
bonney.n.01	bonney
bonus.n.02	bonus
bony_fish.n.01	bony fish
bony_labyrinth.n.01	bony labyrinth
bonyness.n.01	bonyness
boo.n.01	boo
boo.v.01	boo
boodle.n.01	boodle
boojum_tree.n.01	boojum tree
book.n.01	book
book.n.02	book
book.n.06	book
book.n.07	book
book.n.10	book
book_token.n.01	book token
bookclub.n.01	bookclub
booker.n.01	booker
booking.n.02	booking
bookkeeping.n.01	bookkeeping
booklet.n.01	booklet
booklouse.n.01	booklouse
boom.n.01	boom
boom.n.03	boom
boom.v.01	boom
boom.v.04	boom
boom.v.05	boom
boomerang.n.01	boomerang
boomerang.v.01	boomerang
boost.n.01	boost
boost.n.03	boost
boost.v.05	boost
booster.n.03	booster
booster.n.04	booster
booster.n.05	booster
boot.n.01	boot
boot.n.02	boot
boot.v.01	boot
boot_camp.n.01	boot camp
booth.n.02	booth
booth.n.03	booth
bootleg.v.01	bootleg
bootleg.v.02	bootleg
bootlegger.n.01	bootlegger
bop.v.01	bop
borage.n.01	borage
boraginaceae.n.01	boraginaceae
borago.n.01	borago
borassus.n.01	borassus
bordeaux.n.01	bordeaux
bordeaux.n.02	bordeaux
bordeaux_mixture.n.01	bordeaux mixture
border.n.05	border
border.v.04	border
border.v.05	border
border_on.v.01	border on
borderer.n.01	borderer
borderland.n.01	borderland
bore.n.01	bore
bore.n.03	bore
bore.n.04	bore
bore.v.02	bore
bore_bit.n.01	bore bit
borneo.n.01	borneo
boron.n.01	boron
borough.n.01	borough
borrowing.n.01	borrowing
borsch.n.01	borsch
borscht_circuit.n.01	borscht circuit
bos.n.01	bos
boselaphus.n.01	boselaphus
bosnia.n.01	bosnia
bosnia_and_herzegovina.n.01	bosnia and herzegovina
bosom.n.01	bosom
bosom.n.02	bosom
boss.n.02	boss
boston.n.01	boston
boston_harbor.n.01	boston harbor
boston_tea_party.n.01	boston tea party
boswell.n.02	boswell
boswellia.n.01	boswellia
botanist.n.01	botanist
botanize.v.01	botanize
botany.n.02	botany
botaurus.n.01	botaurus
botch.v.01	botch
botfly.n.01	botfly
bother.v.05	bother
bothidae.n.01	bothidae
bothrops.n.01	bothrops
botswana.n.01	botswana
bottle-nosed_whale.n.01	bottle-nosed whale
bottle-tree.n.01	bottle-tree
bottle.n.01	bottle
bottle.v.02	bottle
bottle_bank.n.01	bottle bank
bottle_gourd.n.01	bottle gourd
bottleneck.v.01	bottleneck
bottlenose_dolphin.n.01	bottlenose dolphin
bottom.n.01	bottom
bottom.n.02	bottom
bottom.n.04	bottom
bottom.n.07	bottom
bottom.v.01	bottom
bottom.v.02	bottom
bottom_out.v.01	bottom out
botulin.n.01	botulin
botulinus.n.01	botulinus
bougainvillea.n.01	bougainvillea
bouillon_cube.n.01	bouillon cube
boulder.n.01	boulder
bounce.n.01	bounce
bounce.n.03	bounce
bounce.v.01	bounce
bounce.v.03	bounce
bounce.v.06	bounce
bounce.v.07	bounce
bound.v.02	bound
boundary.n.01	boundary
boundary.n.02	boundary
boundary_condition.n.01	boundary condition
boundary_line.n.01	boundary line
bounder.n.02	bounder
bounty.n.01	bounty
bouquet.n.02	bouquet
bourbon.n.04	bourbon
bourgeois.n.02	bourgeois
bourtree.n.01	bourtree
bouteloua.n.01	bouteloua
bouvines.n.01	bouvines
bovid.n.01	bovid
bovidae.n.01	bovidae
bovine.n.01	bovine
bow.n.03	bow
bow.n.04	bow
bow.n.05	bow
bow.n.06	bow
bow.v.01	bow
bow.v.03	bow
bow_leg.n.01	bow leg
bow_tie.n.01	bow tie
bowdler.n.01	bowdler
bowdlerization.n.01	bowdlerization
bowdlerization.n.02	bowdlerization
bowdlerize.v.01	bowdlerize
bowed_stringed_instrument.n.01	bowed stringed instrument
bowel_movement.n.01	bowel movement
bowerbird.n.01	bowerbird
bowfin.n.01	bowfin
bowhead.n.01	bowhead
bowiea.n.01	bowiea
bowl.n.01	bowl
bowl.n.03	bowl
bowleg.n.01	bowleg
bowler_hat.n.01	bowler hat
bowling.n.01	bowling
bowling.n.02	bowling
bowling_equipment.n.01	bowling equipment
bowling_pin.n.01	bowling pin
bowman's_capsule.n.01	bowman's capsule
box.n.01	box
box.n.06	box
box.v.01	box
box.v.02	box
box.v.03	box
box_office.n.02	box office
box_turtle.n.01	box turtle
boxcars.n.01	boxcars
boxer.n.01	boxer
boxfish.n.01	boxfish
boxing.n.01	boxing
boxing_day.n.01	boxing day
boxing_equipment.n.01	boxing equipment
boy_scout.n.01	boy scout
boyfriend.n.01	boyfriend
boykinia.n.01	boykinia
boyne.n.01	boyne
brace.n.01	brace
brace.n.06	brace
brace.n.09	brace
brace.v.01	brace
brace.v.02	brace
brace.v.03	brace
bracelet.n.02	bracelet
bracer.n.02	bracer
brachiopoda.n.01	brachiopoda
brachychiton.n.01	brachychiton
brachycome.n.01	brachycome
brachystegia.n.01	brachystegia
brachyura.n.01	brachyura
bracken.n.02	bracken
bracket.n.01	bracket
bracket.n.04	bracket
bracket.v.01	bracket
bracket.v.02	bracket
bract.n.01	bract
bradley.n.01	bradley
bradypodidae.n.01	bradypodidae
bradypus.n.01	bradypus
brag.n.01	brag
braggadocio.n.01	braggadocio
bragger.n.01	bragger
brahman.n.01	brahman
brahman.n.02	brahman
brahman.n.03	brahman
brahman.n.04	brahman
brahmaputra.n.01	brahmaputra
brahminic.a.01	brahminic
braid.n.01	braid
braid.n.02	braid
braid.v.01	braid
braid.v.02	braid
braid.v.03	braid
brain.n.01	brain
brain.n.02	brain
brain_cell.n.01	brain cell
brain_damage.n.01	brain damage
brain_disorder.n.01	brain disorder
brain_surgery.n.01	brain surgery
brain_tumor.n.01	brain tumor
brainstem.n.01	brainstem
brainstorm.v.01	brainstorm
brainwave.n.01	brainwave
brake.n.01	brake
brake_cylinder.n.01	brake cylinder
brake_pedal.n.01	brake pedal
brake_shoe.n.01	brake shoe
brake_system.n.01	brake system
brama.n.01	brama
bramble_bush.n.01	bramble bush
bramidae.n.01	bramidae
bran.n.01	bran
branch.n.01	branch
branch.n.02	branch
branch.n.03	branch
branch.n.05	branch
branch.v.02	branch
branch_line.n.01	branch line
branching.n.01	branching
branchiobdellidae.n.01	branchiobdellidae
branchiopod_crustacean.n.01	branchiopod crustacean
branchiopoda.n.01	branchiopoda
branchiostegidae.n.01	branchiostegidae
branchlet.n.01	branchlet
brand.n.02	brand
brandenburg.n.01	brandenburg
brandish.v.01	brandish
brandy.n.01	brandy
brant.n.01	brant
branta.n.01	branta
brasenia.n.01	brasenia
brasilia.n.01	brasilia
brasov.n.01	brasov
brass.n.01	brass
brass.n.02	brass
brass_hat.n.01	brass hat
brass_knucks.n.01	brass knucks
brassard.n.01	brassard
brassia.n.01	brassia
brassica.n.01	brassica
brassiere.n.01	brassiere
bratislava.n.01	bratislava
braunschweig.n.01	braunschweig
bravado.n.01	bravado
brave.a.01	brave
brawl.n.02	brawl
brawl.v.01	brawl
brawler.n.01	brawler
brawn.n.01	brawn
brazil.n.01	brazil
brazil_nut.n.01	brazil nut
brazilian_rosewood.n.01	brazilian rosewood
brazilwood.n.01	brazilwood
brazilwood.n.02	brazilwood
brazos.n.01	brazos
breach.n.01	breach
breach_of_contract.n.01	breach of contract
bread.n.01	bread
bread.v.01	bread
breadfruit.n.01	breadfruit
breadroot.n.01	breadroot
break.n.02	break
break.n.09	break
break.n.11	break
break.n.13	break
break.n.16	break
break.v.02	break
break.v.03	break
break.v.04	break
break.v.05	break
break.v.07	break
break.v.10	break
break.v.18	break
break.v.19	break
break.v.20	break
break.v.26	break
break.v.28	break
break.v.30	break
break.v.38	break
break.v.39	break
break.v.42	break
break.v.43	break
break.v.46	break
break.v.48	break
break.v.51	break
break.v.53	break
break_dance.v.01	break dance
break_dancing.n.01	break dancing
break_down.v.01	break down
break_down.v.03	break down
break_down.v.08	break down
break_in.v.01	break in
break_in.v.03	break in
break_in.v.06	break in
break_up.v.03	break up
break_up.v.16	break up
break_with.v.01	break with
breakable.a.01	breakable
breakableness.n.01	breakableness
breakage.n.03	breakage
breakaway.n.01	breakaway
breakax.n.01	breakax
breakdown.n.02	breakdown
breakdown.n.03	breakdown
breakdown.n.04	breakdown
breaker.n.01	breaker
breakfast.n.01	breakfast
breakwater.n.01	breakwater
breast.n.01	breast
breast.n.02	breast
breast.n.03	breast
breastfeed.v.01	breastfeed
breastplate.n.01	breastplate
breath.n.01	breath
breath.n.03	breath
breathe.v.01	breathe
breathing.n.01	breathing
breathing_device.n.01	breathing device
breathless.a.01	breathless
breech.n.01	breech
breech_delivery.n.01	breech delivery
breechblock.n.01	breechblock
breeches.n.01	breeches
breed.n.01	breed
breed.v.02	breed
breed.v.03	breed
breed.v.04	breed
breeding.n.03	breeding
breeding.n.04	breeding
breeding_ground.n.01	breeding ground
breeze.n.01	breeze
breeze.v.02	breeze
breeze_through.v.01	breeze through
bremen.n.01	bremen
bremerhaven.n.01	bremerhaven
brenner_pass.n.01	brenner pass
brescia.n.01	brescia
brest.n.01	brest
bretagne.n.01	bretagne
breton.n.01	breton
brevet.v.01	brevet
breviary.n.01	breviary
brevoortia.n.01	brevoortia
brew.n.01	brew
brew.v.01	brew
brewery.n.01	brewery
briarroot.n.01	briarroot
bribe.n.01	bribe
bribe.v.01	bribe
briber.n.01	briber
bribery.n.01	bribery
bric-a-brac.n.01	bric-a-brac
brick.n.01	brick
brickellia.n.01	brickellia
bridal_wreath.n.01	bridal wreath
bridal_wreath.n.02	bridal wreath
bridesmaid.n.01	bridesmaid
bridge.n.01	bridge
bridge.n.04	bridge
bridge.n.05	bridge
bridge.n.08	bridge
bridge.n.09	bridge
bridge.v.01	bridge
bridge.v.03	bridge
bridge_partner.n.01	bridge partner
bridge_player.n.01	bridge player
bridgeport.n.01	bridgeport
bridget.n.01	bridget
bridle.n.01	bridle
bridle.n.02	bridle
bridle.v.02	bridle
brief.n.01	brief
briefcase.n.01	briefcase
briefing.n.01	briefing
brigandine.n.01	brigandine
bright.a.01	bright
brightness.n.01	brightness
brim.n.01	brim
brim.n.02	brim
brim.v.02	brim
brimstone.n.01	brimstone
brindisi.n.01	brindisi
brine.v.01	brine
brine_shrimp.n.01	brine shrimp
bring.v.01	bring
bring.v.02	bring
bring.v.03	bring
bring.v.04	bring
bring.v.05	bring
bring.v.10	bring
bring.v.11	bring
bring_around.v.02	bring around
bring_in.v.05	bring in
bring_out.v.04	bring out
bring_to.v.01	bring to
bring_up.v.03	bring up
brink.n.01	brink
brioschi.n.01	brioschi
brisance.n.01	brisance
brisk.v.01	brisk
brisling.n.02	brisling
bristle_fern.n.01	bristle fern
bristly_locust.n.01	bristly locust
bristly_sarsaparilla.n.01	bristly sarsaparilla
britannic.a.01	britannic
britches.n.01	britches
british.n.01	british
british_cabinet.n.01	british cabinet
british_capacity_unit.n.01	british capacity unit
british_columbia.n.01	british columbia
british_commonwealth.n.01	british commonwealth
british_empire.n.01	british empire
british_isles.n.01	british isles
british_labour_party.n.01	british labour party
british_monetary_unit.n.01	british monetary unit
british_pound.n.01	british pound
british_thermal_unit.n.01	british thermal unit
british_west_africa.n.01	british west africa
britisher.n.01	britisher
britten.n.01	britten
brittle_maidenhair.n.01	brittle maidenhair
brittlebush.n.01	brittlebush
broach.v.01	broach
broad-leaved_plantain.n.02	broad-leaved plantain
broad_bean.n.01	broad bean
broad_bean.n.02	broad bean
broad_bean.n.03	broad bean
broadcast.n.01	broadcast
broadcast.n.02	broadcast
broadcast.v.02	broadcast
broadcast_journalist.n.01	broadcast journalist
broadcast_medium.n.01	broadcast medium
broadcaster.n.01	broadcaster
broadcaster.n.02	broadcaster
broadcasting.n.02	broadcasting
broadside.v.01	broadside
broca's_area.n.01	broca's area
broccoli.n.01	broccoli
broccoli_raab.n.01	broccoli raab
broil.n.01	broil
broil.v.01	broil
broken.a.01	broken
broker.v.01	broker
brokerage.n.01	brokerage
brokerage.n.02	brokerage
bromate.v.02	bromate
brome.n.01	brome
bromeliaceae.n.01	bromeliaceae
bromine.n.01	bromine
bromo-seltzer.n.01	bromo-seltzer
bromus.n.01	bromus
bronchiole.n.01	bronchiole
bronchitis.n.01	bronchitis
bronchodilator.n.01	bronchodilator
bronze.n.01	bronze
bronze_age.n.01	bronze age
bronze_star_medal.n.01	bronze star medal
brooch.n.01	brooch
brooch.v.01	brooch
brood.n.01	brood
brood.v.02	brood
brood.v.05	brood
brood_hen.n.01	brood hen
brooding.n.01	brooding
brook.n.01	brook
brook_trout.n.02	brook trout
brooklime.n.01	brooklime
brooklime.n.02	brooklime
broom.n.01	broom
broom.n.02	broom
broom_grass.n.01	broom grass
broom_tree.n.01	broom tree
broomstick.n.01	broomstick
broomweed.n.01	broomweed
broth.n.01	broth
brother.n.02	brother
brother.n.05	brother
brotherhood.n.02	brotherhood
brotulidae.n.01	brotulidae
broussonetia.n.01	broussonetia
brow.n.01	brow
browbeat.v.02	browbeat
brown.n.01	brown
brown.v.01	brown
brown_algae.n.01	brown algae
brown_bear.n.01	brown bear
brown_creeper.n.01	brown creeper
brown_lacewing.n.01	brown lacewing
brown_pine.n.01	brown pine
brown_rat.n.01	brown rat
brown_rot.n.01	brown rot
brown_swiss.n.01	brown swiss
brown_trout.n.01	brown trout
brown_university.n.01	brown university
brownshirt.n.01	brownshirt
brownsville.n.01	brownsville
browntail.n.01	browntail
browse.n.03	browse
browse.v.03	browse
browse.v.04	browse
browser.n.01	browser
browser.n.02	browser
bruce.n.01	bruce
brucella.n.01	brucella
brucellosis.n.01	brucellosis
bruchidae.n.01	bruchidae
bruchus.n.01	bruchus
bruckenthalia.n.01	bruckenthalia
brueghel.n.01	brueghel
bruges.n.01	bruges
brugmansia.n.01	brugmansia
bruise.n.01	bruise
bruise.v.01	bruise
brummell.n.01	brummell
brunch.n.01	brunch
brunei.n.01	brunei
brunet.n.01	brunet
brunfelsia.n.01	brunfelsia
brunhild.n.01	brunhild
bruno.n.02	bruno
brush-off.n.01	brush-off
brush-tailed_phalanger.n.01	brush-tailed phalanger
brush.n.01	brush
brush.n.02	brush
brush.n.06	brush
brush.v.02	brush
brush.v.04	brush
brush.v.05	brush
brush_turkey.n.01	brush turkey
brutality.n.02	brutality
brutalization.n.02	brutalization
brutalization.n.03	brutalization
brutalize.v.01	brutalize
brutalize.v.02	brutalize
brutalize.v.03	brutalize
bruxelles.n.01	bruxelles
brya.n.01	brya
bryaceae.n.01	bryaceae
bryales.n.01	bryales
bryan.n.01	bryan
bryony.n.01	bryony
bryophyta.n.01	bryophyta
bryophyte.n.01	bryophyte
bryopsida.n.01	bryopsida
bryozoa.n.01	bryozoa
bryozoan.n.01	bryozoan
brythonic.n.01	brythonic
bubalus.n.01	bubalus
bubble.n.01	bubble
bubble.v.01	bubble
bubble.v.03	bubble
bubble_and_squeak.n.01	bubble and squeak
bubbliness.n.01	bubbliness
bubonic_plague.n.01	bubonic plague
bubulcus.n.01	bubulcus
buccal_cavity.n.01	buccal cavity
buccinidae.n.01	buccinidae
bucephala.n.01	bucephala
bucerotidae.n.01	bucerotidae
buchanan.n.01	buchanan
bucharest.n.01	bucharest
buchenwald.n.01	buchenwald
buchloe.n.01	buchloe
buck.n.03	buck
buck.n.05	buck
buck.v.04	buck
bucket.n.01	bucket
bucket.v.01	bucket
bucket.v.02	bucket
buckle.n.01	buckle
buckle.v.01	buckle
buckle.v.02	buckle
buckskins.n.01	buckskins
buckthorn.n.01	buckthorn
buckthorn.n.02	buckthorn
buckwheat.n.01	buckwheat
buckwheat.n.02	buckwheat
buckwheat_cake.n.01	buckwheat cake
budapest.n.01	budapest
buddha.n.01	buddha
buddhism.n.01	buddhism
buddhism.n.02	buddhism
buddy.n.01	buddy
budgerigar.n.01	budgerigar
budget.n.01	budget
budget.n.02	budget
budget.v.01	budget
budorcas.n.01	budorcas
buff.v.02	buff
buffalo.n.02	buffalo
buffalo_nut.n.01	buffalo nut
buffer.n.01	buffer
buffer.n.04	buffer
buffer.n.05	buffer
buffer.n.06	buffer
buffered_aspirin.n.01	buffered aspirin
buffet.n.01	buffet
bufflehead.n.01	bufflehead
buffoonery.n.01	buffoonery
bufonidae.n.01	bufonidae
bug.n.03	bug
buganda.n.01	buganda
bugbane.n.02	bugbane
bugger_all.n.01	bugger all
bugle.n.02	bugle
bugle_call.n.01	bugle call
build.v.04	build
build.v.05	build
build.v.07	build
build.v.10	build
build_up.v.02	build up
build_up.v.04	build up
build_up.v.05	build up
builder.n.01	builder
builder.n.03	builder
building.n.01	building
building_block.n.02	building block
building_complex.n.01	building complex
building_material.n.01	building material
buildup.n.01	buildup
bulawayo.n.01	bulawayo
bulb.n.01	bulb
bulbous_plant.n.01	bulbous plant
bulgaria.n.01	bulgaria
bulge.n.01	bulge
bulge.v.01	bulge
bulge.v.02	bulge
bulge.v.04	bulge
bulgur.n.01	bulgur
bull's_eye.n.02	bull's eye
bull.n.01	bull
bull.n.02	bull
bull.n.04	bull
bull.n.05	bull
bull.n.10	bull
bull.v.02	bull
bull_run.n.01	bull run
bull_run.n.02	bull run
bull_snake.n.01	bull snake
bull_thistle.n.01	bull thistle
bullace.n.01	bullace
bullbrier.n.01	bullbrier
bulldog.v.01	bulldog
bulldoze.v.01	bulldoze
bullet.n.01	bullet
bulletin.n.01	bulletin
bulletin_board_system.n.01	bulletin board system
bulletproof_vest.n.01	bulletproof vest
bullfighter.n.01	bullfighter
bullhead.n.02	bullhead
bullhorn.n.01	bullhorn
bullock's_heart.n.01	bullock's heart
bullock's_heart.n.02	bullock's heart
bullock.n.02	bullock
bullshit.n.01	bullshit
bullterrier.n.01	bullterrier
bully.n.01	bully
bully.n.02	bully
bullyboy.n.01	bullyboy
bullying.n.01	bullying
bulnesia.n.01	bulnesia
bulrush.n.02	bulrush
bultmann.n.01	bultmann
bulwark.v.01	bulwark
bum.v.02	bum
bumble.v.03	bumble
bumelia.n.01	bumelia
bumf.n.01	bumf
bump.v.01	bump
bumper.n.02	bumper
bumptiousness.n.01	bumptiousness
bun.n.01	bun
bunch.n.01	bunch
bunch.n.03	bunch
bunch.v.02	bunch
bunch_together.v.01	bunch together
bunchberry.n.01	bunchberry
bunco.n.01	bunco
bundle.n.02	bundle
bundle.v.01	bundle
bundle.v.04	bundle
bundle_off.v.01	bundle off
bunfight.n.01	bunfight
bung.n.01	bung
bungle.v.02	bungle
bungler.n.01	bungler
bunk.n.04	bunk
bunk_off.v.01	bunk off
bunker.n.01	bunker
bunker.n.03	bunker
bunker_hill.n.01	bunker hill
bunt.n.01	bunt
bunt.n.03	bunt
bunt.v.01	bunt
bunter.n.01	bunter
bunting.n.02	bunting
bunyan.n.01	bunyan
bunyan.n.02	bunyan
buoy.n.01	buoy
buphthalmum.n.01	buphthalmum
bur.n.01	bur
bur.v.01	bur
bur_marigold.n.01	bur marigold
burbage.n.01	burbage
burbot.n.01	burbot
burden.n.01	burden
burden.v.01	burden
burdensomeness.n.01	burdensomeness
burdock.n.01	burdock
bureau_of_alcohol_tobacco_and_firearms.n.01	bureau of alcohol tobacco and firearms
bureau_of_customs.n.01	bureau of customs
bureau_of_diplomatic_security.n.01	bureau of diplomatic security
bureau_of_engraving_and_printing.n.01	bureau of engraving and printing
bureau_of_intelligence_and_research.n.01	bureau of intelligence and research
bureau_of_justice_assistance.n.01	bureau of justice assistance
bureau_of_justice_statistics.n.01	bureau of justice statistics
bureau_of_the_census.n.01	bureau of the census
bureaucracy.n.01	bureaucracy
bureaucrat.n.01	bureaucrat
burglar.n.01	burglar
burglarize.v.01	burglarize
burglary.n.01	burglary
burgrass.n.01	burgrass
burgundy.n.02	burgundy
burhinidae.n.01	burhinidae
burhinus.n.01	burhinus
burial.n.01	burial
burial_chamber.n.01	burial chamber
burial_garment.n.01	burial garment
burial_mound.n.01	burial mound
burke.n.01	burke
burke.v.01	burke
burke.v.02	burke
burl.v.01	burl
burlesque.a.01	burlesque
burlington.n.01	burlington
burmanniaceae.n.01	burmanniaceae
burmeisteria.n.01	burmeisteria
burmese.n.01	burmese
burn.n.01	burn
burn.n.03	burn
burn.n.04	burn
burn.n.05	burn
burn.v.01	burn
burn.v.02	burn
burn.v.03	burn
burn.v.05	burn
burn.v.07	burn
burn.v.10	burn
burn.v.15	burn
burn_off.v.01	burn off
